"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Strength","Strength","","","","2026-01-12","","0","","","","","1.86181831359863","0","","","","84","116","","","0.521360394327023","56.94","112","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Aerobic Run - Easy + Z2 Run","Run","זמן עבודה מתחת לסף הראשון - לשים לב לחלוקת העצימות בין ריצה קלה לריצה בזון 2. לא להפוך את כל הריצה רק כזון 2 או רק כריצה קלה.","0.833333333333333","","2026-01-14","","8208.8095703125","208","257","625.353"," *14/01/2026 Aviel Bitton: קליל* *14/01/2026 Daniel Berzan: 👍🏼*","0.833833873271942","2.73499989509583","","171","","152","164","","","0.775157230308681","55.25","46","4","0","0","0","0","0","","","","0","13","36","1","0","0","","","","","3","1"
"Strength","Strength","","","","2026-01-14","","0","","","","","1.90931963920593","0","","","","93","129","","","0.535254690853353","61.58","115","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Recovery Run (RPE)","Run","הריצה צריכה להיות בקצב קל מאוד. המנטליות - ריצת התאוששות/ג׳וגינג. המספרים פחות חשוב, אך כן נכון לשמור על מאמץ יציב לאורך האימון וללא שינויי עצימות (קצב). דופק צריך להשאר נמוך ויציב, ללא מגמת עלייה.","1","","2026-01-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Long Run + Continuos MP","Run","מטרה: אימון נפח + ספציפיות מרתון בעייפות מתונה. תרגול עמידה בקצב מטרה למרתון. פיתוח העמידות הפיזיולוגית (Durability) תרגול נוזלים ותזונה לקראת המרתון תזונה: כ-60 גרם פחמימה בשעה לפחות (!) 500 מ״ל מים בשעה אלקטרוליטים - כ500-800 מ״ג על כל ליטר (לשים לב שלפעמים בג׳לים יש כבר אלקטרוליטים, לתסף את החסר) ניתן להתנסות בג׳ל קפאין בשעה האחרונה.","2.16666666666667","","2026-01-18","","22270.80078125","220","399","1714.471"," *18/01/2026 Aviel Bitton: ‏בוקר סטירות, ‏ריצה ספרטנית (מאוד) - ‏אחרי 5 דקות של חימום, מתחיל גשם, אבל גשם. ‏הרגשתי שהאלים בוחנים אותי וכמה אני באמת רוצה לעשות את המרתון. לא אכזבתי אותם. ‏אחרי 5 דקות לריצה אני ספוג מכף רגל ועד ראש, אבל באופן אירוני זה נתן לי יותר מוטיבציה להמשיך. ‏כל בני ישראל היו מתחת למכסה, ורק אני וספרטנים בודדים לא נתנו לאלים סיבה לעצור אותנו ‏מבחינת הריצה: ‏בשתי מילים, ‏היה מצוין ‏חלק החימום - היה מעולה, הרגשתי טוב, עם זאת חסר ביטחון בכל זאת לפני יומיים היה לי חום והקאות, אבל עם תחילת הגשם שכחתי מזה בכלל ‏חלק של השעה וחמש דקות- ‏ב-30 דקות הראשונות גשם רצוף, לא טפטופים, גשם. (כמה 45 דק שיורד עלי גשם) ‏שמרתי על קצב טוב, הרף המהיר של הסיבוב, ‏אחרי שנגמר הגשם, חשבתי שיהיה קל יותר, אבל הפוך, נהיה לי קר קיצוני וסבלתי, וזה היה כיף. ‏מה שבאופן אירוני, רק גרם לי לרצות להגיע לעליית קצב כדי להתחמם. ‏במהלך השעה הראשונה לקחתי שתי ג׳לים השני קפאין כדי להיות חזק בעלת קצב, ועשיתי עצירה של 40 שניות להשתין. ‏אחרי העצירה הגוף שלי היה מאוד מאוד קר מהרוחות ושכולי ספוג, הרגשתי שזה שואב וממני הרבה כוחות, ושוב התחיל טיפטוף קל. ‏החלק המהיר קצב מרתון— האלים היו איתי, הם רצו שאני אצליח והוציאו את השמש, הייתי בקצב מעולה בקצב המהיר של הסיבוב הרגשתי חזק ורק ב-5 דקות האחרונות הרגשתי עייפות קלה וכאבים ברגליים, לא הטריד אותי, הכאבים לא היו איפה שהפציעה בכלל, אפשר להגיד שנובע מעייפות. ‏ רבע שעה האחרונה- ‏החלק הכי קשה בריצה מבחינתי, הרגשתי מאוד עייף ושעברתי מסע, ניסיתי לשמור על קצב, אבל הרגשתי מאוד עייפות וכאבים ברגליים שוב לא במקום של הפציעה פשוט אפשר להגיד כאב של העייפות. אבל הרגשתי בלתי מנוצח ‏במהלך הריצה היה הרבה קשיים, רוח נגדית, גשם הולך וחוזר, ספוג מה-5 דקות הראשונות, ‏הריצה הזאת הביאה לי המון ביטחון, ודווקא אני חושב שהייתי חולה וזה שלא רצתי ונתתי עוד איזה מנוחה לרגליים סך הכל עשה לי טוב ‏בוקר סטירות ‏ספרטה* *18/01/2026 Daniel Berzan: מדהים אחי! חושב שהנקודה המרכזית שלוקחים מהריצה הזו זו תחושת מסוגלות והמנטליות. דופק/קצב/וואטים זה לא האירוע המרכזי בתנאים האלו. החוויות הקטנות האלו הן חלק ממה שיעזור  לך כשבשדים ייצאו במרתון. רק אל תצטנן.*","2.16737389564514","2.85400009155273","","171","","165","180","","","0.803506285098203","158.01","20","55","54","1","0","0","0","","","","17","76","31","9","1","1","0","","","","6","3"
"Build 2 Week 2","Custom","","","","2026-01-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VO2max - 6x800m","Run","סדרת האימונים הזו מתמקדת בעבודה סביב רמת ה-VO2max, ומטרתה לאתגר את גבול היכולת האירובית העליונה. הגירוי יכול להיות מורגש באחד או יותר מהמערכות הבאות: - מערכת הנשימה: לשמור על קצב שבו הנשימה מאומצת אך עדיין נשלטת. - המערכת השרירית: בשניות האחרונות תורגש תחושת לקטט גבוהה. להישאר שם בצורה מבוקרת. - המערכת הקרדיווסקולרית: ככל שהאינטרוולים מתארכים, הדופק יעלה, אך יישאר מתחת לדופק המקסימלי.","1.22305555555556","13200","2026-01-20","דגשים: ברך - אם יש רגישות - לשנות ל-5×800 בלבד. חימום: קריטי לביצוע איכותי של האימון המרכזי ולהפחתת סיכון לפציעה - ריצת ג'וגינג ארוכה והדרגתית - תרגילי אקטיבציה ותנועה במהלך האינטרוולים - להשתמש בטווח הקצבים המלא: להתחיל מהצד השמרני ולבחון היכן אתה נמצא היום. - איכות הטכניקה חשובה יותר מהקצב. חשוב לשמור על שליטה וריצה מאוזנת. מהו ה-Sweet Spot הנכון? - נשימה כבדה אבל נשלטת - טכניקת ריצה מצוינת - תחושת לקטט מאתגרת אך נסבלת לאורך האינטרוול - מקטעי התאוששות - קצב קל מאוד, כ-2:30-3:00 דק׳.","11810.400390625","238","359","908.574"," *20/01/2026 Aviel Bitton: בוקר טוב לכולם. בלילה הייתה מלחמה. אלת השינה ואל השיעול נלחמו בי היטב, ואִכְּלוּ לי רֵעוּת כל הלילה. הנביא הגדול הגרמין גם הוא ניבא אי־הצלחה מסחררת, עם מוכנות של אחד מתוך מאה לריצה וציון שינה של שישים, עקב הפרעות רבות. אבל כל אלה לא ידעו שהם מדברים עם אביאל שצריך להצדיק את שמו – בנו של האל, כמו הרקולס והאלכסנדר הגדול. בבוקר אלת ה־VO2 Max הייתה לצדי ולשם ישרה אמון רב, וגם בישרה טובות. ואני, אביאל, הייתי מוכן למלחמה. לצאת לקרב. ⸻ הריצה עצמה: מבחינת הריצה עצמה הרגשתי מעולה, חזק וטוב במהלך כל הריצה. לא כאב לי כלום. הייתי בשיא, גם מבחינת קשיחות הגוף. כן היו לי חששות בגלל הלילה והרבה שיעולים וכאב שהיו לי, אבל בתחילת הריצה, בגלל שלא כאב לי כלום והרגשתי חזק, היה לי הרבה ביטחון, ואמרתי לעצמי: אני בא להתפוצץ. אני בא להילחם. מבחינת כל הפתיחה הרגשתי מאוד טוב, וכל הסטראייטס, הקטעים המאיצים, גם שם הרגשתי מאוד טוב, ובאתי לתת מלחמה בחלק של האינטרוולים. ⸻ האינטרוולים (סה״כ 6): האינטרוול הראשון, השני והשלישי: היו פשוט מעולים. הרגשתי שאני עומד בדגשים: 1.	נשימה כבדה – הגעה לנשימה כבדה בגלל קצב גבוה. 2.	בקרה ושליטה – אני לא נותן לנשימה לנהל אותי. מרגיש כבד, אבל עדיין שולט. בשלושת הלפים הראשונים כמעט ולא הסתכלתי על השעון. זה היה בעיקר לפי תחושה. כן ראיתי שאני בטווח ובאזור הנדרש, וכשהבנתי את זה – פשוט המשכתי להתנהל לפי זה. הייתי בצד המאתגר של הקצב ואפילו קצת מעבר, וזה נכון לשלושת הסיבובים הראשונים. ⸻ שלושת הסיבובים האחרונים (4–6): בסך הכול התחושות היו יחסית דומות, אבל אם בשלושת הסיבובים הראשונים הרגשתי שאני מנהל את הקצב טוב ואפילו לא נותן 100% כדי שה־VO2 Max לא יפגוד בי, אז בשלושה האחרונים כן הרגשתי קצת יותר קושי. צריך להגיד שגם הייתה רוח נגדית קלה, שלא עזרה לתחושה, אבל עם כל זה עדיין הרגשתי חזק ויציב, ולא היה לי ספק שאני מסיים את האינטרוולים. בשלושה האחרונים הייתי בחלק המאתגר, אולי גם קצת בחלק הנמוך יותר של הטווח, אבל בסך הכול זה היה מצוין. ⸻ תזונה: לקחתי חצי ג׳ל לפני האינטרוול האחרון. באינטרוול האחרון, ב־400 המטרים האחרונים, כן הרגשתי שאני כבר all out, ובשאריות האנרגיה האחרונות. ⸻ ניהול ההפוגות בין האינטרוולים: • בין כל אינטרוול עשיתי הפסקה של דקה וחצי עד שתי דקות. • חיכיתי שהדופק ירד לפחות מ־170. • כשהדופק ירד מתחת ל־170 נתתי לעצמי עוד כמה שניות של הכנה מנטלית, ואז יצאתי לסיבוב הבא. בשלושת הלפים הראשונים זה היה סביב דקה וחצי. בהמשך זה התארך מעט, עד אזור שתי דקות. ⸻ סיום הריצה: בשני הקילומטרים האחרונים הרגשתי טוב וחזק. עשיתי את זה בקצב ג׳וגינג איטי מאוד. בסך הכול ריצה מצוינת, שנתנה לי הרבה מאוד ביטחון. מקווה שפשוט ארגיש יותר טוב באופן כללי ואישן קצת יותר טוב, כדי שאוכל להתאושש חזק ולהמשיך ככה.* *20/01/2026 Daniel Berzan: דיוק מרשים בניהול העצימות. אהבתי לקרוא שנתת לתחושה להוביל אותך כל עוד אתה מבין שאתה לא חורג מהטווח. בשורה התחתונה - ניהלת את זה מדהים. הקצבים כמעט כמו פלס בכל אינטרוול. לגבי הירידה בשלושת הקטעים האחרונים - שים לב שאמנם הקצב ירד, אבל כמו שאמרת לגבי הרוח הנגדית - הוואטים כמעט בול אותו הדבר כמו בשלושה הראשונים. אתה יכול להשתמש בכלי הזה גם בפעמים הבאות - לראות מה הוואטים שלך כשאתה רץ לכיוון דרום, ובדרך חזרה צפונה להתאים את הקצב לוואטים שהיו לך. חולי - שמח מאוד על הלוחמנות, אבל אנחנו חייבים להסתכל על התמונה הגדולה. אם כתוצאה מהריצה תוך כדי התחושות הרעות של הגוף אתה תהיה חולה לריצה ביום שישי ואולי לימים שאחרי, הפסדנו יותר מאשר מה שהרווחנו כאן שים בוסט על התאוששות. ויטמין c. הרבה מים (ומלחים אם צריך) רמה גבוהה* *20/01/2026 Aviel Bitton: רות היישר, אהבתי על הוואטים*","1.06130504608154","3.09100008010864","","174","","169","194","","","0.861020283340622","87.27","18","12","9","10","12","2","0","","","","14","25","2","1","0","19","3","","","","6","1"
"Upper","Strength","","","","2026-01-20","","0","","","","","1.25105726718903","0","","","","98","129","","","0.541549118374877","40.88","75","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Lower","Strength","","","","2026-01-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Run - Easy + Z2 Run","Run","זמן עבודה מתחת לסף הראשון - לשים לב לחלוקת העצימות בין ריצה קלה לריצה בזון 2. לא להפוך את כל הריצה רק כזון 2 או רק כריצה קלה.","1.25","","2026-01-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
